Goals_pG,Assists_pG,Yel_pG,Red_pG,Shot_pG,Pass_success_rate,AerialsWon_pG,Rating
0.142857143,0.071428571,0.285714286,0,0.2,92.1,1.4,6.83
0.1,0.2,0,0,1.6,79.7,0.3,6.83
0.230769231,0.230769231,0,0,1.9,72.5,1.2,6.83
0.333333333,0,0,0,1.7,80.6,0.5,6.83
0.071428571,0.071428571,0.142857143,0,0.7,86.9,0.4,6.83
0.307692308,0,0.153846154,0,1.5,65.6,0.5,6.83
0,0,0.307692308,0,0.1,88.5,2,6.83
0.333333333,0.083333333,0,0.083333333,1.3,68.4,0.3,6.83
0.071428571,0,0.142857143,0,1,77.5,0.6,6.83
0.428571429,0,0.071428571,0,2.2,69.3,0.4,6.82
0,0,0,0,0.2,87,0.3,6.82
0.266666667,0.066666667,0,0,1.3,60.6,5,6.82
0.615384615,0,0.307692308,0,1.8,72.1,0.5,6.82
0,0,0.285714286,0,0.5,89,1.1,6.82
0,0,0.2,0,0,63.4,0.2,6.82
0.333333333,0.133333333,0.266666667,0,2.2,47.7,2.2,6.82
0.083333333,0,0.166666667,0,0.4,91.9,2.2,6.82
0,0,0.181818182,0.090909091,0.2,88.8,2.5,6.82
0.133333333,0.133333333,0.133333333,0,1.8,63.9,0.7,6.82
0.090909091,0,0.090909091,0,0.7,93.4,1.2,6.82
0.133333333,0.066666667,0,0,1,77.9,0,6.82
0,0.2,0.2,0,0,91.6,1.3,6.82
0.3,0.4,0.5,0.1,2.2,50.4,2.4,6.82
0,0.142857143,0.285714286,0.071428571,0.4,76.9,1.5,6.81
0.214285714,0.214285714,0.071428571,0,1.4,79.4,0.2,6.81
0.2,0.066666667,0,0,2.3,74.3,1.8,6.81
0,0.090909091,0.090909091,0,0.9,76.6,2.2,6.81
0.2,0.066666667,0.2,0,1.1,78.5,0.9,6.81
0,0.214285714,0.071428571,0,0.7,69,0.5,6.81
0,0,0,0,0.5,85.7,2,6.81
0,0,0.1,0,1,88.4,1.5,6.81
0,0,0.071428571,0,0,51,0.2,6.8
0.071428571,0.071428571,0.357142857,0,0.7,86.6,0.7,6.8
0,0,0,0,0.4,92.2,2.2,6.8
0,0,0.3,0.1,0.9,89.2,0.4,6.8
0.285714286,0.142857143,0.071428571,0,2.3,75.7,1,6.8
0.153846154,0,0.230769231,0,0.9,86.2,0.7,6.8
0,0,0.2,0,1.3,68.7,0.6,6.8
0.428571429,0.142857143,0.071428571,0,1.1,77.7,0.6,6.8
0.533333333,0.066666667,0.066666667,0,2.6,66,0.5,6.8
0,0.333333333,0,0,0.4,83.2,0.7,6.79
0,0.25,0.166666667,0,0.3,79.8,0.7,6.79
0.166666667,0,0.333333333,0,1.8,72.7,1.3,6.79
0.111111111,0,0.222222222,0.111111111,0.8,85.2,1.9,6.79
0.090909091,0,0.272727273,0.090909091,0.6,87.8,2.6,6.79
0,0.333333333,0.555555556,0,0.3,73.9,1.1,6.79
0,0,0.142857143,0,0.4,81.3,1.6,6.79
0.076923077,0.153846154,0.076923077,0,1.1,78.7,0.2,6.79
0.133333333,0,0.133333333,0,0.9,84.9,0.5,6.78
0,0,0.555555556,0,1.2,87.3,1.9,6.78
0,0,0.214285714,0,0.2,86.4,1.3,6.78
0.071428571,0,0.071428571,0,1.1,88.8,2.7,6.78
0,0.1,0.2,0,0.4,90.4,0.2,6.78
0,0,0.166666667,0,0,65.6,0.3,6.78
0.083333333,0,0.083333333,0,0.7,88,2.8,6.78
0.066666667,0,0,0,0.5,87.9,2.7,6.78
0.285714286,0.071428571,0,0,2.1,70.7,2.3,6.78
0,0,0.142857143,0,1.1,89.1,1.3,6.78
0,0,0,0,0,64.9,0.3,6.78
0,0,0.076923077,0,0,67.5,0,6.78
0.2,0,0.3,0.1,0.4,84.4,1,6.78
0.461538462,0,0,0,2.5,75.3,0.8,6.78
0.111111111,0,0.222222222,0,0.3,91.4,0.9,6.78
0.066666667,0,0.133333333,0,0.4,92.3,0.6,6.78
0.285714286,0.071428571,0.071428571,0,2,60.4,2.1,6.78
0.090909091,0,0.363636364,0,1,88.4,1.1,6.78
0,0.071428571,0.285714286,0,0.9,87.8,1.1,6.77
0,0.272727273,0,0,0.4,87.9,0.7,6.77
0,0.066666667,0.133333333,0,0.1,85.4,1.6,6.77
0,0,0.222222222,0,1.2,73.6,1.4,6.77
0.083333333,0,0.5,0.083333333,0.7,80.4,2.6,6.77
0.466666667,0,0.066666667,0,2.5,70.8,0.3,6.77
0,0,0.3,0,0,87.8,2.4,6.77
0,0.230769231,0.076923077,0,0.8,78.6,0.5,6.77
0.133333333,0.133333333,0.133333333,0,0.7,80.3,0.5,6.77
0.166666667,0.083333333,0.083333333,0,0.6,86.7,1.7,6.77
0.266666667,0.066666667,0.2,0,2.4,61.9,2.1,6.76
0,0,0.133333333,0,0.6,79.9,2.1,6.76
0.153846154,0.153846154,0.153846154,0,1.2,71.8,1.2,6.76
0.1,0.1,0.1,0,1,73.3,0.4,6.76
0.133333333,0.266666667,0.2,0,1.3,68.1,0.3,6.76
0,0.076923077,0.230769231,0.076923077,0.4,95.6,1.5,6.76
0.066666667,0.133333333,0.066666667,0,0.6,86.4,0.5,6.76
0.133333333,0,0.066666667,0,0.6,87.6,1.9,6.76
0.1,0.1,0,0,0.7,84.2,1.2,6.76
0,0.071428571,0.142857143,0,0.4,90.6,0.9,6.76
0,0,0,0,0,81.1,0.4,6.76
0,0.2,0,0,1.1,79,0.2,6.75
0,0,0.214285714,0,0.6,91.3,2,6.75
0.066666667,0.133333333,0.133333333,0,1.3,78.3,1.3,6.75
0,0,0.066666667,0,1,81.2,1.9,6.75
0,0,0.071428571,0,0,74.4,0.4,6.75
0.071428571,0.142857143,0.285714286,0,0.6,84.6,0.4,6.75
0,0,0.181818182,0,0.3,83.1,1.5,6.75
0,0.076923077,0.076923077,0,0,68,0.3,6.75
0.214285714,0.071428571,0,0,1.1,87.4,0.3,6.75
0,0,0.090909091,0.090909091,0.5,90.4,0.3,6.75
0.066666667,0.333333333,0.066666667,0,0.9,82,0.1,6.75
0.333333333,0,0.111111111,0,1.7,81,0.1,6.75
0,0.090909091,0.181818182,0,0.5,83.4,0.3,6.75
0.214285714,0.142857143,0.071428571,0,1.6,78.6,0.7,6.74
0.3,0.2,0.2,0,1.3,60.9,0.5,6.74
0,0,0,0,0.4,81.5,1.6,6.74
0.166666667,0.166666667,0.5,0,0.8,83.6,0.5,6.74
0,0,0.071428571,0,1.6,88.6,0.4,6.74
0.071428571,0.071428571,0.214285714,0,0.5,89.4,1.1,6.74
0.1,0,0.3,0,0.6,77.9,0.8,6.74
0,0,0.285714286,0,0.3,90,0.7,6.74
0.166666667,0,0.333333333,0,1.5,91.9,1.3,6.74
0,0.071428571,0.071428571,0.071428571,0.5,81.5,0.8,6.74
0,0.083333333,0.416666667,0,0.8,87,0.7,6.74
0,0,0.066666667,0,0,72.6,0.2,6.74
0.333333333,0,0.111111111,0,1,81.7,0.9,6.74
0.071428571,0.142857143,0.285714286,0,0.4,84.5,2.4,6.74
0,0,0.166666667,0.166666667,0.8,84.4,1.9,6.74
0.153846154,0.153846154,0,0,0.8,77.3,0.6,6.74
0.066666667,0,0.133333333,0,0.6,75.7,2.4,6.73
0.090909091,0.454545455,0.363636364,0,1.2,78.2,0.4,6.73
0,0,0.083333333,0,0.8,88.4,0.8,6.73
0.153846154,0,0.153846154,0,2,84.6,0.6,6.73
0.153846154,0.307692308,0.076923077,0,1.5,74.5,1.1,6.73
0.076923077,0.076923077,0.230769231,0,1.2,81.1,0.6,6.73
0,0,0.214285714,0,0.3,80.5,0.9,6.73
0,0.066666667,0,0,0.2,88.7,2.3,6.73
0.2,0.066666667,0.2,0,1.9,73.4,0.7,6.73
0,0.071428571,0.142857143,0,0.4,81.6,0.7,6.73
0.333333333,0,0.083333333,0.083333333,1.7,80.1,1.6,6.73
0.214285714,0,0.285714286,0,1.8,73.8,3.1,6.73
0,0.076923077,0.076923077,0,0.8,80.2,0.7,6.73
0,0,0,0,0.3,86.6,2.1,6.73
0,0.071428571,0.285714286,0,0.6,78.9,2.1,6.72
0.266666667,0.133333333,0.066666667,0,2.3,79.7,0.8,6.72
0.166666667,0.166666667,0,0,1.8,78.4,0.6,6.72
0.083333333,0,0.083333333,0,0.2,81,1.8,6.72
0,0.066666667,0.066666667,0,0.4,75.6,0.9,6.72
0.083333333,0.083333333,0.333333333,0,1.1,71.2,1.1,6.72
0.083333333,0,0.166666667,0,1,84.2,0.8,6.72
0,0,0.357142857,0,0.6,84.5,0.8,6.72
0,0.214285714,0.214285714,0,0.6,71,0.7,6.72
0.071428571,0.142857143,0.142857143,0,1.4,80,0.4,6.72
0,0,0.153846154,0,1,93.6,0.2,6.72
0.2,0,0.4,0,1.9,86.5,0.3,6.72
0,0.1,0.3,0,0.4,85,1.1,6.71
0.066666667,0,0.133333333,0,1.1,85.7,0.3,6.71
0.4,0,0,0,1.6,70.5,2.5,6.71
0,0,0,0,0,77.5,0.3,6.71
0,0,0.111111111,0,1.6,72.7,0.6,6.71
0,0,0.25,0,0.3,79.8,1.3,6.71
0.153846154,0,0,0,0.5,92.4,1.6,6.71
0,0,0.166666667,0,0.3,85,2.7,6.71
0,0,0.133333333,0,0.9,84.3,0.4,6.71
0,0.214285714,0.142857143,0,0.1,80.7,0.8,6.71
0.071428571,0.071428571,0.357142857,0,0.2,82.9,1.9,6.71
0.307692308,0.076923077,0.153846154,0,1.2,78.4,0.2,6.71
0.111111111,0.111111111,0,0,0.3,81.8,0.3,6.71
0.071428571,0.142857143,0.142857143,0,1.1,86.2,0.6,6.71
0.133333333,0,0.266666667,0,0.7,86.5,0.9,6.71
0.071428571,0.071428571,0.214285714,0,1,82.2,0.6,6.71
0.076923077,0,0.384615385,0,0.3,86.4,1.5,6.71
0.153846154,0.153846154,0,0,1.4,82.1,0.2,6.71
0.071428571,0.071428571,0.214285714,0,1.1,83.4,0.5,6.71
0,0.266666667,0.133333333,0,0.7,74.6,0.5,6.7
0.066666667,0.133333333,0.066666667,0,0.7,78.7,0.7,6.7
0,0.153846154,0,0,2,82.9,1.8,6.7
0.076923077,0,0.153846154,0,1,80.2,0.7,6.7
0,0.066666667,0.2,0,1.3,76.6,0.3,6.7
0,0.071428571,0.142857143,0,0.6,87.2,2.6,6.7
0.076923077,0.076923077,0.307692308,0,1.7,86.5,0.9,6.7
0.071428571,0.071428571,0.071428571,0,1.4,74.9,0.4,6.7
0,0.071428571,0.285714286,0,1.1,80.8,1.7,6.7
0,0,0.066666667,0,0.4,86.3,1.8,6.7
0.083333333,0,0,0,0.8,87.8,0.3,6.7
0.428571429,0.071428571,0.285714286,0,1.9,68,0.8,6.7
0,0,0.071428571,0.071428571,0.2,85.4,1.4,6.7
0.090909091,0,0,0,0.4,86.1,0.8,6.7
0,0.076923077,0,0,0.5,90.6,1.2,6.7
0.071428571,0.071428571,0.142857143,0,1.1,87.9,0.6,6.7
0.066666667,0.2,0.133333333,0,0.5,77,0.3,6.7
0,0,0,0,0,63.1,0.2,6.7
0.083333333,0,0.333333333,0,0.4,85.7,1.6,6.7
0.2,0,0,0.1,0.4,88.2,1.6,6.7
0,0,0,0,0.1,87.3,0.3,6.7
0.153846154,0.076923077,0,0,2.2,86.6,0.1,6.7
0.076923077,0.230769231,0.153846154,0,0.8,71.6,0.2,6.69
0.090909091,0,0.181818182,0,0.5,75.7,0.9,6.69
0,0,0,0,0.3,91.1,1.6,6.69
0,0,0.111111111,0,0.8,85.7,1.8,6.69
0,0,0.214285714,0.071428571,0.1,82.7,1.1,6.69
0.066666667,0.066666667,0.066666667,0,0.3,86.5,1,6.69
0.133333333,0,0.066666667,0,0.8,73.9,1.5,6.69
0,0,0.2,0,0.2,84.3,2.5,6.69
0.071428571,0.071428571,0.285714286,0,0.8,64.2,3.4,6.69
0,0,0.2,0,0.2,76.2,0.7,6.69
0,0.071428571,0.142857143,0,0.3,84.2,1.7,6.69
0,0,0,0.1,0,68.3,0.1,6.69
0,0.222222222,0.111111111,0,0.6,94.7,1.1,6.68
0.3,0,0.1,0,1.3,74.9,0.6,6.68
0,0,0.153846154,0,0.2,81.2,1.2,6.68
0,0,0.1,0,0.8,79.6,0.6,6.68
0.214285714,0,0.142857143,0,1.2,86.8,0.6,6.68
0,0,0,0,0,54.9,0.1,6.68
0.181818182,0.090909091,0.181818182,0,1.1,81.2,1.3,6.68
0.166666667,0.083333333,0.333333333,0,1.2,84.1,0.3,6.68
0.071428571,0.142857143,0.285714286,0,0.2,87,0.4,6.68
0.142857143,0,0.357142857,0,0.7,92.1,1.3,6.68
0.25,0,0.166666667,0.083333333,1.2,82.3,1.7,6.68
0.153846154,0.153846154,0.076923077,0,1.5,68.2,1.5,6.68
0.083333333,0,0.5,0,0.6,80.4,1.5,6.68
0.25,0.083333333,0.25,0,1.5,75.9,0,6.68
0.076923077,0.307692308,0,0,0.8,68.5,0.2,6.68
0,0,0.066666667,0,0,59.2,0.3,6.68
0.142857143,0,0.285714286,0,1.2,72.6,1.1,6.68
0,0,0.444444444,0,0.2,88.4,1.1,6.68
0.214285714,0.214285714,0,0,2.1,86.1,0.1,6.68
0.214285714,0.142857143,0.285714286,0,1.2,69.1,0.9,6.67
0.266666667,0.133333333,0,0,1.4,60.7,2.1,6.67
0.153846154,0.076923077,0.153846154,0,0.9,89,1.1,6.67
0,0.153846154,0.384615385,0,0.6,79.5,1.5,6.67
0.2,0,0.5,0,1,87.7,0,6.67
0,0,0,0,0,83.1,0.1,6.67
0.111111111,0.333333333,0.222222222,0.111111111,1.2,73.8,0.2,6.67
0.181818182,0.181818182,0.272727273,0,1.4,67.1,0.6,6.67
0.066666667,0,0.133333333,0,0.5,81.8,2.3,6.67
0,0.076923077,0.230769231,0.076923077,0.2,87.4,1.1,6.67
0.071428571,0.071428571,0.285714286,0,0.4,85.3,0.7,6.67
0.4,0,0,0,1.4,55.7,2.4,6.67
0,0,0.142857143,0,0.4,88.2,0.8,6.67
0.133333333,0.133333333,0,0,0.9,79.4,0.9,6.67
0,0.142857143,0,0,0.7,85.6,0.1,6.67
0.111111111,0,0.111111111,0,0.3,85.4,1.2,6.66
0,0,0.142857143,0,0,69,0.1,6.66
0.142857143,0.142857143,0,0,2.1,81.6,0.8,6.66
0.25,0.083333333,0.166666667,0,0.3,86.6,0.4,6.66
0,0,0.133333333,0,0.3,77,0.7,6.66
0.230769231,0.076923077,0.076923077,0,0.7,85.6,0.2,6.66
0,0.071428571,0.071428571,0,0.6,87.1,0.5,6.66
0,0,0.071428571,0,0,59.6,0,6.66
0,0,0.272727273,0,0.1,91.4,0.7,6.66
0.076923077,0.076923077,0.230769231,0,1.7,79.8,0.9,6.66
0.181818182,0.090909091,0.181818182,0,1.6,77.2,0.5,6.66
0.222222222,0,0.111111111,0,0.6,93.9,0,6.66
0,0.090909091,0.181818182,0,0.1,92.5,0.5,6.66
0.066666667,0.066666667,0.133333333,0,0.5,86.8,1.8,6.66
0.076923077,0.076923077,0.230769231,0,0.7,77,1.7,6.66
0.230769231,0,0.230769231,0,1.7,80.1,2.2,6.66
0.2,0.133333333,0,0,1.2,84.2,0.2,6.66
0,0,0.066666667,0,0.5,82.9,0.5,6.66
0.4,0,0.1,0,1.1,73.9,0.1,6.66
0,0,0.5,0,0.5,66.2,2.6,6.65
0,0.2,0.2,0,0.3,84.9,0.4,6.65
0.071428571,0,0,0,0.7,86.2,2.3,6.65
0,0.1,0.3,0,0.4,88.8,2,6.65
0.2,0,0.1,0,1.2,80.6,0.4,6.65
0.25,0.25,0.416666667,0,1.6,75.8,0.5,6.65
0,0,0.230769231,0,0.3,88.5,0.2,6.65
0,0,0,0,0,69.6,0.2,6.65
0,0,0.214285714,0,0.2,89.4,1.4,6.65
0,0.071428571,0,0,0,86.6,0.3,6.65
0,0.066666667,0.266666667,0,0.4,89.3,1,6.65
0,0.090909091,0.454545455,0,0.8,77.5,1.5,6.65
0,0.071428571,0.071428571,0,0.4,83.4,1.6,6.65
0,0,0.133333333,0,0,73.8,0.3,6.65
0.071428571,0,0.142857143,0,0.3,81.2,1.4,6.65
0,0,0.166666667,0.166666667,0.4,88.5,1.3,6.65
0,0.083333333,0.083333333,0,0.8,82.8,1,6.65
0.071428571,0,0.142857143,0,0.2,88.9,1.1,6.65
0,0.066666667,0.266666667,0,0.5,84.9,1.7,6.65
0.066666667,0,0.133333333,0,0.9,75.4,0.5,6.65
0,0,0.230769231,0,0.4,76.9,3.1,6.65
0.076923077,0,0.076923077,0,1.6,84.2,0.2,6.65
0,0,0.384615385,0,0.3,86.6,1.4,6.64
0.214285714,0,0.428571429,0,1.6,77.2,0.6,6.64
0.25,0,0,0,1,58,2.8,6.64
0.181818182,0,0,0,2.5,70,2.4,6.64
0.066666667,0,0.2,0,0.4,80.4,1.3,6.64
0.083333333,0,0.166666667,0,0.5,84,1.9,6.64
0,0,0,0,0.4,85.8,1,6.64
0,0.076923077,0.153846154,0,0.5,75.1,0.6,6.64
0,0,0.1,0,0.5,88.5,0.7,6.64
0.25,0,0.083333333,0,0.6,80.1,0.1,6.64
0.133333333,0.066666667,0.066666667,0,1.7,72.5,0.5,6.64
0.090909091,0,0.272727273,0,0.5,76.8,0.9,6.64
0,0,0,0,0,73.1,0.2,6.64
0.3,0.1,0,0,1.2,83.3,0.4,6.64
0.090909091,0,0.090909091,0,0.5,78.7,2.2,6.64
0.133333333,0,0.2,0,0.9,76.5,0.3,6.64
0,0,0.066666667,0,0,67.8,0.2,6.64
0,0,0.357142857,0,1,82.1,1.9,6.64
0.133333333,0.066666667,0.066666667,0,0.9,77,1.1,6.64
0.266666667,0.066666667,0.2,0,1.5,76.8,2.1,6.64
0,0.083333333,0.25,0,0.2,86.2,1.5,6.64
0,0,0.3,0,0,85.5,0.8,6.64
0,0.066666667,0.066666667,0,0.5,80.3,0.6,6.63
0.214285714,0.071428571,0.071428571,0,2.2,72.1,0.4,6.63
0.230769231,0.076923077,0,0,1.2,68.4,1.1,6.63
0,0.090909091,0.363636364,0,0.6,79,0.9,6.63
0,0,0.071428571,0,0,76.3,0.2,6.63
0.071428571,0.071428571,0,0,1.4,83.4,0.1,6.63
0,0.142857143,0.071428571,0,0.4,79,1.4,6.63
0.090909091,0.090909091,0,0,0.7,82.6,0.5,6.63
0,0.153846154,0.153846154,0,0.2,75,0.5,6.63
0.071428571,0.071428571,0.285714286,0,1.5,88.3,0.1,6.63
0,0.1,0.3,0,0.9,76.5,2.4,6.63
0,0,0,0,0,63.2,0.2,6.63
0.153846154,0.153846154,0.076923077,0,1.5,76.2,0.3,6.63
0.1,0,0,0,0.2,86.5,2.4,6.63
0,0,0.307692308,0,0.1,89.1,0.2,6.63
0,0,0.2,0,0.3,77.8,2.5,6.63
0.066666667,0.066666667,0.066666667,0,0.4,85.7,0.5,6.63
0.416666667,0,0,0,2.1,65,2.1,6.63
0,0.153846154,0,0.076923077,1.1,77.4,0.2,6.63
0.230769231,0.153846154,0.230769231,0,1.3,77.9,1,6.63
0,0,0.066666667,0,0.1,85.9,1.5,6.63
0.142857143,0.214285714,0.071428571,0,1.9,72,2.3,6.63
0,0,0.214285714,0.071428571,0.4,81.2,0.9,6.62
0.133333333,0.066666667,0.2,0,0.5,72.9,1.4,6.62
0,0,0,0,0.3,82.6,0.3,6.62
0.307692308,0,0.307692308,0.076923077,1.4,77.7,0.1,6.62
0,0,0.1,0,0.6,82.9,2.9,6.62
0.066666667,0,0.066666667,0,1.9,79.3,0.5,6.62
0.416666667,0,0.083333333,0,1.5,84.9,0.1,6.62
0.166666667,0,0.25,0,1,88.7,1,6.62
0.076923077,0.153846154,0.384615385,0,0.7,84,1.1,6.62
0.142857143,0,0.142857143,0,1.1,79.7,0.1,6.62
0.142857143,0,0.142857143,0,1.5,65.3,2.6,6.62
0,0,0.142857143,0,0.4,93.6,1.3,6.62
0,0,0.384615385,0,0,82.3,0.8,6.62
0.153846154,0.153846154,0,0,1.2,83.4,0,6.62
0.090909091,0.090909091,0.181818182,0,0.3,61.3,2,6.62
0,0,0.222222222,0,0.1,82,1,6.62
0,0,0,0,0,62.3,0,6.62
0.090909091,0,0.090909091,0,0.3,92.7,0.3,6.62
0,0,0.1,0,0.1,83.8,1.6,6.62
0,0.083333333,0.083333333,0.083333333,0.8,82,1,6.62
0,0.076923077,0.153846154,0,1.3,80.4,1.1,6.62
0.142857143,0.071428571,0.142857143,0,2.1,73,1.6,6.62
0,0,0,0,0,57.4,0.5,6.61
0,0,0,0,0,67.2,0.1,6.61
0.071428571,0.142857143,0.071428571,0,0.6,80.7,1.4,6.61
0.083333333,0,0.25,0.083333333,0.4,72.8,1,6.61
0.071428571,0.071428571,0.071428571,0,1,76.2,0.9,6.61
0.4,0,0.1,0,1.1,77.9,0.2,6.61
0,0.222222222,0,0,0.1,89.5,0,6.61
0,0,0.133333333,0,0.3,86.6,2.5,6.61
0.076923077,0,0.307692308,0,0.8,65.3,0.4,6.61
0,0.083333333,0,0.083333333,0.4,85.5,0.8,6.61
0.333333333,0,0.25,0,1.8,65.3,1.4,6.61
0,0,0.153846154,0.076923077,0.2,82.3,0.8,6.61
0.076923077,0.076923077,0.076923077,0,0.8,86.3,0.4,6.61
0.181818182,0,0.272727273,0,0.8,84.8,0.1,6.61
0.090909091,0.090909091,0.090909091,0,0.2,82.9,0.4,6.61
0.076923077,0.307692308,0.307692308,0,0.2,84.7,0.9,6.61
0,0,0.076923077,0,0.3,81.1,2.6,6.61
0.2,0,0.133333333,0,1.9,69.6,1.5,6.61
0,0.076923077,0.230769231,0,0.2,79.1,1.3,6.61
0.166666667,0,0.083333333,0.083333333,1.1,68.8,1.3,6.61
